shape,changeType,blockNum,trialID,response,confidence,rt,experimentVersion,correctAnswer,fullShapeName,responded_correctly,analysisChangeType,subject
shape4,concave_area1,11,99,different,9,1133.5,v001,different,shape4_concave_area1,1,concave,3
shape7,concave_nofill_area1,11,100,different,9,592.6,v001,different,shape7_concave_nofill_area1,1,concave_nofill,3
catch_shape,no_change6,11,101,same,9,491.9,v001,same,catch_shape_no_change6,1,none,3
shape8,concave_nofill_area2,11,102,different,9,482.1,v001,different,shape8_concave_nofill_area2,1,concave_nofill,3
shape3,concave_nofill_area2,11,103,same,9,435.6,v001,different,shape3_concave_nofill_area2,0,concave_nofill,3
shape2,no_change1,11,104,same,9,457.8,v001,same,shape2_no_change1,1,none,3
shape6,no_change5,11,105,different,9,1853.2,v001,same,shape6_no_change5,0,none,3
shape1,concave_nofill_area2,11,106,different,9,565.8,v001,different,shape1_concave_nofill_area2,1,concave_nofill,3
shape5,concave_nofill_area2,11,107,different,9,598,v001,different,shape5_concave_nofill_area2,1,concave_nofill,3
shape8,no_change5,0,0,same,9,11122.6,v001,same,shape8_no_change5,1,none,4
shape7,no_change1,0,1,same,9,5297.3,v001,same,shape7_no_change1,1,none,4
shape6,concave_nofill_area1,0,2,same,9,4869,v001,different,shape6_concave_nofill_area1,0,concave_nofill,4
catch_shape,no_change4,0,3,same,9,2691.1,v001,same,catch_shape_no_change4,1,none,4
shape5,no_change5,0,4,same,9,3990.1,v001,same,shape5_no_change5,1,none,4
shape4,no_change3,0,5,same,9,2995.5,v001,same,shape4_no_change3,1,none,4
shape3,convex_area1,0,6,same,9,3511.3,v001,different,shape3_convex_area1,0,convex,4
shape2,convex_area2,0,7,same,9,2228.8,v001,different,shape2_convex_area2,0,convex,4
shape1,concave_nofill_area2,0,8,different,5,9460.6,v001,different,shape1_concave_nofill_area2,1,concave_nofill,4
shape6,no_change6,1,9,same,9,2942.3,v001,same,shape6_no_change6,1,none,4
shape1,no_change2,1,10,same,9,1773,v001,same,shape1_no_change2,1,none,4
shape3,concave_nofill_area1,1,11,same,6,2929.3,v001,different,shape3_concave_nofill_area1,0,concave_nofill,4
catch_shape,no_change3,1,12,same,9,2383.2,v001,same,catch_shape_no_change3,1,none,4
shape2,no_change1,1,13,same,5,5531.2,v001,same,shape2_no_change1,1,none,4
shape7,no_change2,1,14,same,9,2931.5,v001,same,shape7_no_change2,1,none,4
shape5,concave_nofill_area1,1,15,different,9,2804,v001,different,shape5_concave_nofill_area1,1,concave_nofill,4
shape8,concave_area1,1,16,same,4,2388.5,v001,different,shape8_concave_area1,0,concave,4
shape4,concave_area2,1,17,different,9,2261.2,v001,different,shape4_concave_area2,1,concave,4
shape2,concave_nofill_area2,2,18,same,7,3369.2,v001,different,shape2_concave_nofill_area2,0,concave_nofill,4
shape1,no_change6,2,19,same,7,1951.8,v001,same,shape1_no_change6,1,none,4
shape4,no_change1,2,20,different,9,1766.4,v001,same,shape4_no_change1,0,none,4
shape7,no_change3,2,21,same,7,1799.5,v001,same,shape7_no_change3,1,none,4
shape6,convex_area2,2,22,different,6,3393.3,v001,different,shape6_convex_area2,1,convex,4
shape3,no_change1,2,23,same,3,2599,v001,same,shape3_no_change1,1,none,4
shape5,concave_area2,2,24,different,2,3752,v001,different,shape5_concave_area2,1,concave,4
shape8,convex_area2,2,25,same,4,3783.2,v001,different,shape8_convex_area2,0,convex,4
catch_shape,no_change5,2,26,same,9,1631.3,v001,same,catch_shape_no_change5,1,none,4
shape8,no_change4,3,27,same,7,1761.4,v001,same,shape8_no_change4,1,none,4
shape7,no_change4,3,28,same,8,3323.2,v001,same,shape7_no_change4,1,none,4
shape6,no_change1,3,29,same,7,3598.4,v001,same,shape6_no_change1,1,none,4
shape5,convex_area1,3,30,different,1,4041.3,v001,different,shape5_convex_area1,1,convex,4
catch_shape,change2,3,31,different,9,1706.5,v001,different,catch_shape_change2,1,none,4
shape3,concave_area1,3,32,same,7,2331.5,v001,different,shape3_concave_area1,0,concave,4
shape1,no_change1,3,33,same,7,2291,v001,same,shape1_no_change1,1,none,4
shape2,concave_area1,3,34,different,2,2484.8,v001,different,shape2_concave_area1,1,concave,4
shape4,no_change2,3,35,same,8,2542.9,v001,same,shape4_no_change2,1,none,4
shape1,concave_nofill_area1,4,36,same,7,3450.8,v001,different,shape1_concave_nofill_area1,0,concave_nofill,4
catch_shape,change3,4,37,different,9,4507.6,v001,different,catch_shape_change3,1,none,4
shape6,concave_area1,4,38,different,2,3106.8,v001,different,shape6_concave_area1,1,concave,4
shape7,no_change5,4,39,same,8,1827.1,v001,same,shape7_no_change5,1,none,4
shape2,convex_area1,4,40,same,1,2919.2,v001,different,shape2_convex_area1,0,convex,4
shape4,no_change4,4,41,same,7,3578.3,v001,same,shape4_no_change4,1,none,4
shape3,no_change3,4,42,same,7,2574.8,v001,same,shape3_no_change3,1,none,4
shape5,no_change4,4,43,same,7,3086.5,v001,same,shape5_no_change4,1,none,4
shape8,no_change1,4,44,same,6,2029.1,v001,same,shape8_no_change1,1,none,4
shape1,no_change5,5,45,same,7,2933.9,v001,same,shape1_no_change5,1,none,4
shape7,no_change6,5,46,same,8,2578.5,v001,same,shape7_no_change6,1,none,4
catch_shape,change6,5,47,different,9,2823.2,v001,different,catch_shape_change6,1,none,4
shape2,no_change3,5,48,same,7,2002.5,v001,same,shape2_no_change3,1,none,4
shape6,concave_area2,5,49,different,2,4336.6,v001,different,shape6_concave_area2,1,concave,4
shape8,concave_nofill_area1,5,50,different,2,3926.3,v001,different,shape8_concave_nofill_area1,1,concave_nofill,4
shape5,convex_area2,5,51,different,9,1808.1,v001,different,shape5_convex_area2,1,convex,4
shape3,no_change6,5,52,same,4,4350.6,v001,same,shape3_no_change6,1,none,4
shape4,no_change6,5,53,same,6,2053.9,v001,same,shape4_no_change6,1,none,4
shape1,concave_area2,6,54,different,3,2729.7,v001,different,shape1_concave_area2,1,concave,4
shape8,concave_area2,6,55,same,1,3304.8,v001,different,shape8_concave_area2,0,concave,4
shape5,concave_area1,6,56,same,7,2191.8,v001,different,shape5_concave_area1,0,concave,4
shape7,concave_area1,6,57,different,3,4084.9,v001,different,shape7_concave_area1,1,concave,4
shape2,no_change4,6,58,same,6,3228.6,v001,same,shape2_no_change4,1,none,4
shape3,concave_nofill_area2,6,59,different,9,2007.8,v001,different,shape3_concave_nofill_area2,1,concave_nofill,4
catch_shape,change1,6,60,different,9,1254.7,v001,different,catch_shape_change1,1,none,4
shape6,no_change2,6,61,same,2,2966.9,v001,same,shape6_no_change2,1,none,4
shape4,concave_nofill_area2,6,62,different,6,2792.4,v001,different,shape4_concave_nofill_area2,1,concave_nofill,4
shape6,no_change3,7,63,same,4,1742,v001,same,shape6_no_change3,1,none,4
shape4,no_change5,7,64,same,5,2461,v001,same,shape4_no_change5,1,none,4
shape1,convex_area1,7,65,different,4,2295.3,v001,different,shape1_convex_area1,1,convex,4
shape8,no_change2,7,66,same,7,1598.6,v001,same,shape8_no_change2,1,none,4
shape3,concave_area2,7,67,different,5,1764.2,v001,different,shape3_concave_area2,1,concave,4
shape7,concave_area2,7,68,same,2,3369.1,v001,different,shape7_concave_area2,0,concave,4
shape2,concave_nofill_area1,7,69,different,9,1647.5,v001,different,shape2_concave_nofill_area1,1,concave_nofill,4
shape5,no_change6,7,70,different,1,2659.8,v001,same,shape5_no_change6,0,none,4
catch_shape,no_change2,7,71,same,9,1791.4,v001,same,catch_shape_no_change2,1,none,4
shape7,concave_nofill_area1,8,72,different,9,1957,v001,different,shape7_concave_nofill_area1,1,concave_nofill,4
shape2,no_change2,8,73,same,7,1756.7,v001,same,shape2_no_change2,1,none,4
shape1,no_change3,8,74,different,4,2910.3,v001,same,shape1_no_change3,0,none,4
shape4,convex_area1,8,75,different,2,1896.8,v001,different,shape4_convex_area1,1,convex,4
shape3,no_change4,8,76,same,6,1792,v001,same,shape3_no_change4,1,none,4
shape6,no_change4,8,77,same,2,3245.3,v001,same,shape6_no_change4,1,none,4
catch_shape,no_change1,8,78,same,9,1556.4,v001,same,catch_shape_no_change1,1,none,4
shape5,no_change3,8,79,same,7,1425.3,v001,same,shape5_no_change3,1,none,4
shape8,convex_area1,8,80,different,4,2773.9,v001,different,shape8_convex_area1,1,convex,4
shape4,concave_area1,9,81,same,6,1979.2,v001,different,shape4_concave_area1,0,concave,4
shape1,convex_area2,9,82,different,7,2848.6,v001,different,shape1_convex_area2,1,convex,4
shape6,convex_area1,9,83,different,9,1401.1,v001,different,shape6_convex_area1,1,convex,4
shape3,no_change5,9,84,same,4,2296.1,v001,same,shape3_no_change5,1,none,4
shape2,concave_area2,9,85,different,8,1815.3,v001,different,shape2_concave_area2,1,concave,4
shape8,no_change3,9,86,same,6,3027.2,v001,same,shape8_no_change3,1,none,4
catch_shape,change5,9,87,different,9,1525.1,v001,different,catch_shape_change5,1,none,4
shape5,no_change2,9,88,same,3,7930.8,v001,same,shape5_no_change2,1,none,4
shape7,convex_area1,9,89,different,7,2299.3,v001,different,shape7_convex_area1,1,convex,4
shape4,concave_nofill_area1,10,90,different,2,2129.1,v001,different,shape4_concave_nofill_area1,1,concave_nofill,4
shape3,no_change2,10,91,different,1,3199.7,v001,same,shape3_no_change2,0,none,4
shape5,no_change1,10,92,same,4,1638.5,v001,same,shape5_no_change1,1,none,4
catch_shape,no_change6,10,93,same,9,1430.3,v001,same,catch_shape_no_change6,1,none,4
shape6,no_change5,10,94,same,7,2046.5,v001,same,shape6_no_change5,1,none,4
shape2,no_change6,10,95,same,7,1598.2,v001,same,shape2_no_change6,1,none,4
shape1,no_change4,10,96,same,7,1820.8,v001,same,shape1_no_change4,1,none,4
shape8,concave_nofill_area2,10,97,different,9,1535.2,v001,different,shape8_concave_nofill_area2,1,concave_nofill,4
shape7,convex_area2,10,98,different,6,1289.8,v001,different,shape7_convex_area2,1,convex,4
shape2,no_change5,11,99,same,7,1353.3,v001,same,shape2_no_change5,1,none,4
shape7,concave_nofill_area2,11,100,different,7,2176.3,v001,different,shape7_concave_nofill_area2,1,concave_nofill,4
shape3,convex_area2,11,101,same,4,3167.1,v001,different,shape3_convex_area2,0,convex,4
shape5,concave_nofill_area2,11,102,different,3,2146.7,v001,different,shape5_concave_nofill_area2,1,concave_nofill,4
shape1,concave_area1,11,103,same,6,1467.6,v001,different,shape1_concave_area1,0,concave,4
shape6,concave_nofill_area2,11,104,different,5,2240.3,v001,different,shape6_concave_nofill_area2,1,concave_nofill,4
shape8,no_change6,11,105,same,7,1442.1,v001,same,shape8_no_change6,1,none,4
catch_shape,change4,11,106,different,9,2275.4,v001,different,catch_shape_change4,1,none,4
shape4,convex_area2,11,107,different,2,2198.1,v001,different,shape4_convex_area2,1,convex,4
shape2,no_change3,0,0,same,9,3135.1,v001,same,shape2_no_change3,1,none,5
shape4,no_change5,0,1,same,9,2457.6,v001,same,shape4_no_change5,1,none,5
shape6,no_change5,0,2,same,9,1259.6,v001,same,shape6_no_change5,1,none,5
shape7,no_change4,0,3,same,9,1483.5,v001,same,shape7_no_change4,1,none,5
catch_shape,change1,0,4,different,9,3072.7,v001,different,catch_shape_change1,1,none,5
shape8,no_change1,0,5,same,9,839.7,v001,same,shape8_no_change1,1,none,5
shape3,no_change4,0,6,same,9,903.6,v001,same,shape3_no_change4,1,none,5
shape1,no_change3,0,7,same,9,950.4,v001,same,shape1_no_change3,1,none,5
shape5,no_change2,0,8,different,4,2025.3,v001,same,shape5_no_change2,0,none,5
shape5,no_change1,1,9,same,9,1088.1,v001,same,shape5_no_change1,1,none,5
shape6,concave_area1,1,10,different,4,1512.9,v001,different,shape6_concave_area1,1,concave,5
shape7,no_change3,1,11,same,9,654.2,v001,same,shape7_no_change3,1,none,5
catch_shape,change6,1,12,different,9,1138.7,v001,different,catch_shape_change6,1,none,5
shape4,convex_area1,1,13,same,4,1128.7,v001,different,shape4_convex_area1,0,convex,5
shape3,concave_nofill_area1,1,14,same,8,1018.8,v001,different,shape3_concave_nofill_area1,0,concave_nofill,5
shape2,no_change2,1,15,same,7,998.3,v001,same,shape2_no_change2,1,none,5
shape8,no_change2,1,16,same,9,655.2,v001,same,shape8_no_change2,1,none,5
shape1,no_change1,1,17,same,9,1105,v001,same,shape1_no_change1,1,none,5
shape5,no_change4,2,18,same,9,804.9,v001,same,shape5_no_change4,1,none,5
catch_shape,no_change4,2,19,same,9,651.1,v001,same,catch_shape_no_change4,1,none,5
shape1,no_change4,2,20,same,9,683.2,v001,same,shape1_no_change4,1,none,5
shape7,no_change1,2,21,same,9,719.7,v001,same,shape7_no_change1,1,none,5
shape8,concave_nofill_area2,2,22,different,9,1419.8,v001,different,shape8_concave_nofill_area2,1,concave_nofill,5
shape6,convex_area1,2,23,different,8,900,v001,different,shape6_convex_area1,1,convex,5
shape4,concave_area1,2,24,different,9,959.1,v001,different,shape4_concave_area1,1,concave,5
shape2,no_change6,2,25,same,8,1066.2,v001,same,shape2_no_change6,1,none,5
shape3,no_change3,2,26,same,4,1197.3,v001,same,shape3_no_change3,1,none,5
shape8,convex_area2,3,27,different,9,1036.2,v001,different,shape8_convex_area2,1,convex,5
shape3,concave_area1,3,28,different,4,1447.7,v001,different,shape3_concave_area1,1,concave,5
shape4,no_change4,3,29,same,9,559.3,v001,same,shape4_no_change4,1,none,5
shape5,concave_area1,3,30,different,5,684.8,v001,different,shape5_concave_area1,1,concave,5
shape2,no_change4,3,31,same,7,658.8,v001,same,shape2_no_change4,1,none,5
shape1,convex_area2,3,32,different,8,944.3,v001,different,shape1_convex_area2,1,convex,5
shape7,convex_area1,3,33,same,5,732.4,v001,different,shape7_convex_area1,0,convex,5
shape6,no_change1,3,34,same,8,10003.3,v001,same,shape6_no_change1,1,none,5
catch_shape,no_change6,3,35,different,4,907.9,v001,same,catch_shape_no_change6,0,none,5
shape8,no_change3,4,36,same,9,552.3,v001,same,shape8_no_change3,1,none,5
shape1,concave_area2,4,37,different,4,1199.6,v001,different,shape1_concave_area2,1,concave,5
shape4,concave_area2,4,38,different,9,575.9,v001,different,shape4_concave_area2,1,concave,5
shape5,no_change6,4,39,same,9,599.3,v001,same,shape5_no_change6,1,none,5
catch_shape,no_change1,4,40,same,9,538.9,v001,same,catch_shape_no_change1,1,none,5
shape2,concave_nofill_area1,4,41,different,9,618.8,v001,different,shape2_concave_nofill_area1,1,concave_nofill,5
shape3,no_change2,4,42,same,9,632.9,v001,same,shape3_no_change2,1,none,5
shape6,no_change4,4,43,same,9,1658.6,v001,same,shape6_no_change4,1,none,5
shape7,no_change2,4,44,same,9,4257.4,v001,same,shape7_no_change2,1,none,5
shape7,concave_nofill_area2,5,45,same,6,17085.1,v001,different,shape7_concave_nofill_area2,0,concave_nofill,5
shape4,no_change6,5,46,same,7,5087.6,v001,same,shape4_no_change6,1,none,5
shape6,no_change2,5,47,same,9,766.2,v001,same,shape6_no_change2,1,none,5
shape5,concave_nofill_area1,5,48,different,4,567.5,v001,different,shape5_concave_nofill_area1,1,concave_nofill,5
shape3,concave_area2,5,49,same,6,737.9,v001,different,shape3_concave_area2,0,concave,5
shape2,convex_area1,5,50,different,4,11005.5,v001,different,shape2_convex_area1,1,convex,5
shape1,concave_nofill_area1,5,51,different,7,935.3,v001,different,shape1_concave_nofill_area1,1,concave_nofill,5
shape8,concave_area2,5,52,different,7,1046.4,v001,different,shape8_concave_area2,1,concave,5
catch_shape,change4,5,53,different,9,955.6,v001,different,catch_shape_change4,1,none,5
shape8,no_change5,6,54,same,8,772.2,v001,same,shape8_no_change5,1,none,5
shape1,concave_nofill_area2,6,55,same,6,1015.9,v001,different,shape1_concave_nofill_area2,0,concave_nofill,5
shape2,no_change1,6,56,same,4,876.9,v001,same,shape2_no_change1,1,none,5
shape4,no_change3,6,57,different,4,535.9,v001,same,shape4_no_change3,0,none,5
shape3,no_change1,6,58,same,9,807.3,v001,same,shape3_no_change1,1,none,5
shape6,no_change6,6,59,same,9,539.2,v001,same,shape6_no_change6,1,none,5
shape5,convex_area1,6,60,different,9,856.8,v001,different,shape5_convex_area1,1,convex,5
shape7,concave_area2,6,61,same,6,666,v001,different,shape7_concave_area2,0,concave,5
catch_shape,change2,6,62,different,9,616.2,v001,different,catch_shape_change2,1,none,5
catch_shape,change5,7,63,different,9,569,v001,different,catch_shape_change5,1,none,5
shape4,concave_nofill_area1,7,64,same,9,1398.3,v001,different,shape4_concave_nofill_area1,0,concave_nofill,5
shape7,concave_nofill_area1,7,65,same,9,649.3,v001,different,shape7_concave_nofill_area1,0,concave_nofill,5
shape3,concave_nofill_area2,7,66,same,9,905.5,v001,different,shape3_concave_nofill_area2,0,concave_nofill,5
shape2,concave_area1,7,67,same,7,18059.6,v001,different,shape2_concave_area1,0,concave,5
shape8,no_change4,7,68,same,9,779.2,v001,same,shape8_no_change4,1,none,5
shape1,concave_area1,7,69,different,4,1037.2,v001,different,shape1_concave_area1,1,concave,5
shape5,no_change5,7,70,same,9,617,v001,same,shape5_no_change5,1,none,5
shape6,concave_nofill_area2,7,71,same,7,3765.2,v001,different,shape6_concave_nofill_area2,0,concave_nofill,5
shape7,no_change6,8,72,same,9,527.5,v001,same,shape7_no_change6,1,none,5
shape1,no_change6,8,73,different,4,1906.8,v001,same,shape1_no_change6,0,none,5
shape5,convex_area2,8,74,different,9,449.1,v001,different,shape5_convex_area2,1,convex,5
shape2,convex_area2,8,75,different,7,354.8,v001,different,shape2_convex_area2,1,convex,5
shape6,no_change3,8,76,different,5,215.8,v001,same,shape6_no_change3,0,none,5
shape3,convex_area2,8,77,different,5,242.6,v001,different,shape3_convex_area2,1,convex,5
shape8,no_change6,8,78,different,5,257.1,v001,same,shape8_no_change6,0,none,5
shape4,concave_nofill_area2,8,79,different,5,430.3,v001,different,shape4_concave_nofill_area2,1,concave_nofill,5
catch_shape,no_change5,8,80,same,9,1072.6,v001,same,catch_shape_no_change5,1,none,5
shape2,concave_nofill_area2,9,81,same,9,877.9,v001,different,shape2_concave_nofill_area2,0,concave_nofill,5
shape5,concave_area2,9,82,same,9,333.4,v001,different,shape5_concave_area2,0,concave,5
catch_shape,no_change2,9,83,same,7,2555.5,v001,same,catch_shape_no_change2,1,none,5
shape6,convex_area2,9,84,different,4,825.8,v001,different,shape6_convex_area2,1,convex,5
shape4,convex_area2,9,85,different,4,1435.7,v001,different,shape4_convex_area2,1,convex,5
shape7,no_change5,9,86,different,3,1161.6,v001,same,shape7_no_change5,0,none,5
